,expediente,tipo de contrato,estado,importe,fechas,organo de contratacion
650,"521/2020/244
Mantenimiento, conservación y reparación de las pasarelas peatonales y puentes con acceso peatonal comprendidas dentro del término municipal del Ayuntamiento de A Coruña y que sean de titularidad municipal","Servicios
Servicios de mantenimiento y reparación",Anulada,"289.256,20",,Junta de Gobierno del Ayuntamiento de A Coruña
651,"521/2017/237
Obras incluidas en el proyecto de saneamiento separativo en la calle Dublín (POS+2017 Adicional)","Obras
Construcción",Resuelta,"91.573,09","Publicación PLACSP:
Adjudicación:20/04/2020
Formalización:21/05/2020",Junta de Gobierno del Ayuntamiento de A Coruña
652,"230/2018/242
Servicio de mantenimiento biológico y veterinario del Aquarium Finisterrae","Servicios
Servicios de mantenimiento y reparación",Resuelta,"576.656,85","Publicación PLACSP:
Adjudicación:26/02/2020
Formalización:18/05/2020",Junta de Gobierno del Ayuntamiento de A Coruña
653,"211/2018/676
Servicio de megafonía para actos deportivos municipales","Servicios
Otros servicios",Resuelta,"43.200,00","Publicación PLACSP:
Adjudicación:02/03/2020
Formalización:14/05/2020",Junta de Gobierno del Ayuntamiento de A Coruña
654,"851/2019/45
Contratación del servicio de mantenimiento de 5 ascensores y 4 escaleras mecánicas en la estación de autobuses de A Coruña","Servicios
Servicios de mantenimiento y reparación",Resuelta,"14.402,90","Publicación PLACSP:
Adjudicación:23/03/2020
Formalización:14/05/2020",Junta de Gobierno del Ayuntamiento de A Coruña
655,"541/2018/2181
Procedimiento abreviado simplificado para la contratación de las obras de implantación de seis puntos de aportación de RU soterrados en la calle San Andrés","Obras
Construcción",Evaluación,"53.765,48",Present. Oferta:21/10/2019,Junta de Gobierno del Ayuntamiento de A Coruña
656,"106/2019/176
Servicio de limpieza de los portales, escaleras y patios exteriores e interiores del grupo de viviendas municipales Nuestra Señora del Carmen","Servicios
Servicios de limpieza de edificios y servicios de administración de bienes raíces",Resuelta,"14.974,78","Publicación PLACSP:
Adjudicación:12/03/2020
Formalización:05/05/2020",Junta de Gobierno del Ayuntamiento de A Coruña
657,"521/2019/737
Servicio de limpieza de las dependencias municipales sitas en la calle Newton 18 y 22 (polígono de la Grela Bens) que fomente la estabilidad en el empleo y en el medio ambiente.","Servicios
Servicios de limpieza de edificios y servicios de administración de bienes raíces",Resuelta,"49.512,11","Publicación PLACSP:
Adjudicación:01/04/2020
Formalización:05/05/2020",Junta de Gobierno del Ayuntamiento de A Coruña
658,"521/2017/906
Obras comprendidas en el proyecto de “reurbanización de la calle Victoria Fernández España” cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Programa Operativo Plurirregional de España 2014-2020.","Obras
Construcción",Resuelta,"199.705,83","Publicación PLACSP:
Adjudicación:20/04/2020
Formalización:05/05/2020",Junta de Gobierno del Ayuntamiento de A Coruña
659,"521/2017/956
Contrato de las obras de ""Saneamiento separativo de la calle Venecia"" comprendidas en el Plan Provincial POS + 2019 de la Diputación de A Coruña","Obras
Construcción",Resuelta,"211.934,43","Publicación PLACSP:
Adjudicación:20/04/2020
Formalización:05/05/2020",Junta de Gobierno del Ayuntamiento de A Coruña
660,"521/2018/912
Obras comprendidas en el proyecto de remodelación del área de juego de la Plaza de Las Conchiñas","Obras
Construcción",Resuelta,"245.701,47","Publicación PLACSP:
Adjudicación:15/04/2020
Formalización:05/05/2020",Junta de Gobierno del Ayuntamiento de A Coruña
661,"521/2017/807
Contrato de obras de Reurbanización de la Calle San Fernando, obras comprendidas en los planes Provinciales POS + 19 da Deputación da Coruña","Obras
Construcción",Resuelta,"92.230,53","Publicación PLACSP:
Adjudicación:20/04/2020
Formalización:05/05/2020",Junta de Gobierno del Ayuntamiento de A Coruña
662,"541/2019/1820
Procedimiento simplificado abreviado para la contratación del apoyo a la supervisión de los servicios de regeneración ambiental y biodiversidad","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"27.366,46","Publicación PLACSP:
Adjudicación:25/03/2020",Junta de Gobierno del Ayuntamiento de A Coruña
663,"521/2016/1100
Obras comprendidas en el proyecto de “Mejora de la zona de aparcamiento en la Plaza de Isaac Díaz Pardo” incluidas en el POS + Adicional 1/2019-1ªfase, de la Diputación Provincial de A Coruña","Obras
Construcción",Resuelta,"199.969,74","Publicación PLACSP:
Adjudicación:26/03/2020
Formalización:21/04/2020",Junta de Gobierno del Ayuntamiento de A Coruña
664,"521/2017/281
Ejecución de las obras definidas en el proyecto de “Saneamiento separativo en la calle Burdeos” (POS+2018).","Obras
Construcción",Resuelta,"146.783,77","Publicación PLACSP:
Adjudicación:23/03/2020
Formalización:21/04/2020",Junta de Gobierno del Ayuntamiento de A Coruña
665,"521/2018/890
Obras incluidas en el proyecto de “Reforma de la Plaza de la Concordia”","Obras
Construcción",Resuelta,"212.622,81","Publicación PLACSP:
Adjudicación:09/03/2020
Formalización:21/04/2020",Junta de Gobierno del Ayuntamiento de A Coruña
666,"230/2018/306
Servicio de vigilancia de los Museos Científicos Coruñeses","Servicios
Servicios de investigación y seguridad, excepto los servicios de furgones blindados",Resuelta,"139.355,97","Publicación PLACSP:
Adjudicación:29/01/2020
Formalización:08/04/2020",Junta de Gobierno del Ayuntamiento de A Coruña
667,"861/2018/116
Suministro de chalecos de protección personal ante arma blanca y arma de fuego para la Policía Local","Suministros
Adquisición",Resuelta,"172.314,05","Publicación PLACSP:
Adjudicación:06/04/2020",Junta de Gobierno del Ayuntamiento de A Coruña
668,"527/2019/437
Procedimiento simplificado abreviado para la contratación del servicio de coordinación de seguridad y salud para obras y servicios del Departamento de promoción económica y comercio","Servicios
Servicios sociales y de salud",Adjudicada,"2.824,07","Publicación PLACSP:
Adjudicación:29/11/2019",Junta de Gobierno del Ayuntamiento de A Coruña
669,"541/2020/77
Procedimiento simplificado abreviado para el montaje, desmontaje, mantenimiento y almacenamiento de las casetas de socorrismo, educación ambiental, aseos, paneles informativos y pasarelas de madera en las playas del término municipal de A Coruña para la temporada de baño 2020","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"24.990,00","Publicación PLACSP:
Adjudicación:02/03/2020",Junta de Gobierno del Ayuntamiento de A Coruña
670,"861/2019/93
Procedimiento Simplificado Abreviado para la contratación del Servicio de limpieza de las instalaciones de vestuario del personal de Señalización vial","Servicios
Servicios de limpieza de edificios y servicios de administración de bienes raíces",Adjudicada,"2.076,81","Publicación PLACSP:
Adjudicación:28/02/2020",Junta de Gobierno del Ayuntamiento de A Coruña
671,"105/2019/2972
Servicio de ayuda a domicilio en el ayuntamiento de A Coruña (SAD 1)","Servicios
Servicios sociales y de salud",Resuelta,"1.538.461,54","Publicación PLACSP:
Adjudicación:15/01/2020
Formalización:06/03/2020",Junta de Gobierno del Ayuntamiento de A Coruña
672,"211/2020/52
Organización técnica de las tres grandes carreras que se desarrollarán en la ciudad de A Coruña en el año 2020: Media Maratón C21, Carreira Popular Coruña 10 y Maratón C42 y 10K","Servicios
Servicios de esparcimiento, culturales y deportivos",Resuelta,"182.143,23","Publicación PLACSP:
Adjudicación:02/03/2020",Junta de Gobierno del Ayuntamiento de A Coruña
673,"100/2018/8
Contratación de un servicio de alojamiento de la plataforma web municipal en un centro de proceso de datos externo.","Servicios
Servicios de informática y servicios conexos",Resuelta,"51.200,00","Publicación PLACSP:
Adjudicación:05/12/2018
Formalización:30/01/2019",Junta de Gobierno del Ayuntamiento de A Coruña
674,"108/2019/136
Procedimiento simplificado abreviado para el servicio de mantenimiento de los desfibriladores externos semiautomáticos (DESA) de las dependencias del Ayuntamiento de A Coruña","Servicios
Servicios de mantenimiento y reparación",Resuelta,"475,21","Publicación PLACSP:
Adjudicación:17/12/2019",Junta de Gobierno del Ayuntamiento de A Coruña
675,"108/2019/1149
Procedimiento simplificado abreviado para la contratación, por lotes, del desarrollo de cursos dirigidos al personal de los servicios de extinción de incendios","Servicios
Servicios de educación y formación profesional",Adjudicada,"33.925,00","Publicación PLACSP:
Adjudicación:11/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
676,"108/2019/1478
Procedimiento simplificado abreviado para el suministro de agua mineral natural envasada en máquinas dispensadoras refrigeradoras y vasos de plástico desechables para las oficinas del edificio municipal sito en la calle de la Franja, nº 20-22","Suministros
Adquisición",Adjudicada,"4.504,13","Publicación PLACSP:
Adjudicación:07/02/2020",Junta de Gobierno del Ayuntamiento de A Coruña
677,"236/2019/138
Procedimiento simplificado abreviado para el servicio de desarrollo de programas educativos durante el curso escolar 2019/2020","Servicios
Servicios de educación y formación profesional",Adjudicada,"19.878,84","Publicación PLACSP:
Adjudicación:20/01/2020",Junta de Gobierno del Ayuntamiento de A Coruña
678,"541/2018/1592
Servicio de supervisión y/o coordinación de la seguridad y salud en las obras, servicios o suministros del Servicio de Medio Ambiente","Servicios
Servicios de arquitectura; servicios de ingeniería y servicios integrados de ingeniería; servicios de planificación urbana y servicios de arquitectura paisajista. Servicios conexos de consultores en ciencia y tecnología. Servicios de ensayos y anílisis técnicos",Resuelta,"16.528,93","Publicación PLACSP:
Adjudicación:23/12/2019
Formalización:03/02/2020",Junta de Gobierno del Ayuntamiento de A Coruña
679,"237/2018/123
Prestación del servicio denominado implementación del “pacto social por una Coruña libre de violencias machistas” en los ámbitos de medios de comunicación, hostelería, locales de ocio nocturno y tejido asociativo","Servicios
Otros servicios",Resuelta,"104.241,53","Publicación PLACSP:
Adjudicación:19/12/2019
Formalización:03/02/2020",Junta de Gobierno del Ayuntamiento de A Coruña
680,"521/2018/1000
Obras comprendidas en el proyecto de ampliación de la zona de juegos y zona acolchada infantil de la Plaza Elíptica.","Obras
Construcción",Resuelta,"165.289,25","Publicación PLACSP:
Adjudicación:17/12/2019
Formalización:23/01/2020",Junta de Gobierno del Ayuntamiento de A Coruña
681,"236/2018/230
Obras de construcción de la pista deportiva cubierta en el patido del CEIP San Francisco Javier","Obras
Construcción",Resuelta,"325.163,58","Publicación PLACSP:
Adjudicación:18/12/2019
Formalización:23/01/2020",Junta de Gobierno del Ayuntamiento de A Coruña
682,"521/2016/1067
Obras de modernización y mejora de la eficiencia energética en el Barrio del Castrillón. Este proyecto está financiado por la Diputación Provincial de A Coruña, ya que está incluido para la participación municipal en el Plan Provincial de Cooperación de Obras y Servicios de competencia municipal (Plan Único de Concellos)(POS)2018","Obras
Otras instalaciones de edificios y obras",Resuelta,"179.120,38","Publicación PLACSP:
Adjudicación:12/12/2019
Formalización:23/01/2020",Junta de Gobierno del Ayuntamiento de A Coruña
683,"527/2019/329
Procedimiento simplificado abreviado para el servicio de reparación y mantenimiento de los elementos de protección contra incendios y del sistema de detección y/o alarma contra incendios necesarios para las instalaciones del Centro de Empresas ACCEDE Papagaio","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"1.038,89","Publicación PLACSP:
Adjudicación:16/01/2020",Junta de Gobierno del Ayuntamiento de A Coruña
684,"360/2019/1834
Servicio de colaboración en la realización de las cuentas anuales de las entidades que forman parte del perímetro del grupo Ayuntamiento de A Coruña","Servicios
Servicios de consultores de dirección y servicios conexos",Adjudicada,"14.300,00","Publicación PLACSP:
Adjudicación:17/01/2020",Junta de Gobierno del Ayuntamiento de A Coruña
685,"521/2019/79
Procedimiento simplificado abreviado para la contratación de las obras de construcción de escaleras entre la Avda. Salgado Torres y General Rubín","Obras
Construcción",Adjudicada,"50.109,93","Publicación PLACSP:
Adjudicación:04/12/2019",Junta de Gobierno del Ayuntamiento de A Coruña
686,"521/2017/889
Obras comprendidas en el proyecto de “saneamiento separativo en la calle Atenas”. Este proyecto está financiado por la Diputación Provincial de A Coruña, ya que está incluido para la participación municipal en el Plan Provincial de Cooperación de Obras y Servicios de competencia municipal (Plan Único de Concellos - POS+2018).","Obras
Construcción",Resuelta,"148.075,11","Publicación PLACSP:
Adjudicación:23/12/2019
Formalización:10/01/2020",Junta de Gobierno del Ayuntamiento de A Coruña
687,"521/2019/234
Reurbanización del cruce de la Ronda de Nelle sobre la Avenida de Finisterre. motivado por la demolición del paso superior existente","Obras
Construcción de autopistas,carreteras, campos de aterrizaje, vías férreas y centros deportivos",Resuelta,"989.336,59","Publicación PLACSP:
Adjudicación:18/12/2019
Formalización:09/01/2020",Junta de Gobierno del Ayuntamiento de A Coruña
688,"521/2018/34
Obras comprendidas en el proyecto de “mejora urbana del tramo final de la calle Ramón Cabanillas” cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del Programa Operativo Plurirregional de España 2014-2020.","Obras
Construcción",Resuelta,"147.902,15","Publicación PLACSP:
Adjudicación:10/12/2019
Formalización:03/01/2020",Junta de Gobierno del Ayuntamiento de A Coruña
689,"521/2019/721
Procedimiento simplificado abreviado para el proyecto de control arqueológico del proyecto de ejecución de urbanización de la calle Nuestra Señora del Rosario","Obras
Preparación de obras",Evaluación,"39.739,93",Present. Oferta:17/01/2020,Junta de Gobierno del Ayuntamiento de A Coruña
690,"521/2019/1005
Procedimiento simplificado abreviado para el suministro de agua mineral natural envasada para el Servicio de Infraestructuras","Suministros
Adquisición",Evaluación,"1.624,96",Present. Oferta:17/01/2020,Junta de Gobierno del Ayuntamiento de A Coruña
691,"GEY/2018/421
Servicio de atención e información telefónica al ciudadano –Teléfono 010- del Ayuntamiento de A Coruña","Servicios
Servicios de informática y servicios conexos",Resuelta,"564.163,95","Publicación PLACSP:
Adjudicación:06/11/2019
Formalización:30/12/2019",Junta de Gobierno del Ayuntamiento de A Coruña
692,"GEY/2019/2
Servicio de mantenimiento de ascensores y plataformas elevadoras de varios edificios de titularidad municipal","Servicios
Servicios de mantenimiento y reparación",Resuelta,"7.020,00","Publicación PLACSP:
Adjudicación:25/11/2019
Formalización:27/12/2019",Junta de Gobierno del Ayuntamiento de A Coruña
693,"231/2019/106
Servicio de creación de recursos digitales de fondos patrimoniales gallegos conservados en la Biblioteca Municipal de Estudios Locales","Servicios
Otros servicios",Resuelta,"46.958,25","Publicación PLACSP:
Adjudicación:19/12/2019
Formalización:10/12/2019",Junta de Gobierno del Ayuntamiento de A Coruña
694,"521/2019/1597
Obras comprendidas en el proyecto de “CONSERVACIÓN Y MANTENIMIENTO EN EL TERCER DEPARTAMENTO DEL CEMENTERIO DE SAN AMARO”, incluido en el marco general de la Estrategia DUSI de A Coruña y forma parte de una operación financiada por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del eje 12 de desarrollo urbano del Programa Operativo de Crecimiento Sostenible, actualmente Programa Operativo Plurirregional de España (POPE) con un coeficiente de cofinanciación del FEDER del 80%.","Obras
Construcción",Anulada,"305.785,12",,Junta de Gobierno del Ayuntamiento de A Coruña
695,"541/2018/1890
Servicio de actividades de educación y comunicación ambiental","Servicios
Servicios de educación y formación profesional",Resuelta,"97.276,76","Publicación PLACSP:
Adjudicación:06/11/2019
Formalización:11/12/2019",Junta de Gobierno del Ayuntamiento de A Coruña
696,"527/2019/424
Procedimiento Abierto simplificado abreviado para la contratación de la prestación de un servicio de animación con villancicos en las zonas comerciales del 14 de diciembre de 2019 al 4 de enero de 2020","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"13.680,57","Publicación PLACSP:
Adjudicación:09/12/2019",Junta de Gobierno del Ayuntamiento de A Coruña
697,"521/2018/1204
Procedimiento simplificado abreviado para la remodelación y ejecución del carril bici en la calle Puga y Parga","Obras
Construcción",Adjudicada,"79.999,57","Publicación PLACSP:
Adjudicación:18/11/2019",Junta de Gobierno del Ayuntamiento de A Coruña
698,"542/2019/1383
Convocatoria par la autorización de instalación de puestos de venta en los Jardines de Méndez Núñez, con motivo de las fiestas navideñas",Administrativo especial,Evaluación,"0,00",Present. Oferta:17/12/2019,Junta de Gobierno del Ayuntamiento de A Coruña
699,"525/2019/134
Procedimiento simplificado abreviado para el servicio de limpieza de las instalaciones municipales de las galerías comerciales de Adormideras","Servicios
Servicios de limpieza de edificios y servicios de administración de bienes raíces",Resuelta,"12.370,41","Publicación PLACSP:
Desistimiento:29/11/2019",Junta de Gobierno del Ayuntamiento de A Coruña
700,"527/2019/340
Abierto Simplificado Abreviado para contratar el Servicio de conservación, reparación y mantenimiento de las instalaciones del Centro Municipal de Empresas de Agrela del ACCEDE Papagaio dependientes del servicio de Empleo y Empresa del Ayuntamiento de A Coruña","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"5.969,97","Publicación PLACSP:
Adjudicación:27/11/2019",Junta de Gobierno del Ayuntamiento de A Coruña
701,"244/2019/149
Procedimiento simplificado abreviado para el servicio de maquetación, edición, impresión y distribución de cuentos infantiles para la Oficina Municipal de Información a las personas consumidoras de A Coruña de la Oficina municipal de información a las personas consumidoras de A Coruña","Servicios
Servicios editoriales y de imprenta, por tarifa o por contrato",Adjudicada,"7.870,02","Publicación PLACSP:
Adjudicación:18/11/2019",Junta de Gobierno del Ayuntamiento de A Coruña
702,"527/2019/328
Procedimiento simplificado abreviado para la contratación del servicio de mantenimiento del aparato elevador instalado en el edificio municipal situado en la Calle Galileo Galilei nº 62 , Polígono de Agrela, 15008, A Coruña y que se denomina Centro Municipal de Empresas de Agrela","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"1.097,15","Publicación PLACSP:
Adjudicación:18/11/2019",Junta de Gobierno del Ayuntamiento de A Coruña
703,"831/2018/113
Suministro de una embarcación neumática para el SEIS del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"32.231,40","Publicación PLACSP:
Adjudicación:21/10/2019
Formalización:06/11/2019",Junta de Gobierno del Ayuntamiento de A Coruña
704,"236/2018/211
Procedimiento simplificado abreviado para el servicio de diseño, edición, maquetación, impresión y distribución de material gráfico para el Servicio Municipal de Educación","Servicios
Otros servicios",Adjudicada,"11.687,18","Publicación PLACSP:
Adjudicación:22/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
705,"6A3/2019/5
Procedimiento simplificado abreviado para el suministro de agua mineral envasada en máquinas dispensadoras refrigeradoras y vasos de plástico desechables, para los edificios de la Concejalía de Regeneración Urbana","Suministros
Adquisición",Adjudicada,"2.687,60","Publicación PLACSP:
Adjudicación:15/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
706,"237/2019/172
Procedimiento simplificado abreviado para la contratación, por lotes, del servicio de desarrollo de acciones del programa formativo de la Unidad de Asesoramiento de Migraciones (UAMI) 2019","Servicios
Servicios de educación y formación profesional",Evaluación,"16.516,56",Present. Oferta:22/10/2019,Junta de Gobierno del Ayuntamiento de A Coruña
707,"237/2019/169
Procedimiento simplificado abreviado para el suministro de gas natural a diversas dependencias dependientes de la Concejalía de Igualdad, Bienestar Social y Participación, Servicio de Igualdad y Diversidad","Suministros
Adquisición",Evaluación,"8.926,54",Present. Oferta:22/10/2019,Junta de Gobierno del Ayuntamiento de A Coruña
708,"6A3/2019/4
Procedimiento simplificado abreviado para el servicio de mantenimiento de los sistemas de extinción de incendios instalados en el edificio de la Concejalía de Regeneración Urbana","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"495,87","Publicación PLACSP:
Adjudicación:14/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
709,"231/2019/132
Procedimiento simplificado abreviado para la prestación del servicio de coordinación de dos clubs de lectura en las bibliotecas municipales de A Coruña: Biblioteca de Estudos Locais e Biblioteca Monte Alto","Servicios
Servicios de esparcimiento, culturales y deportivos",Adjudicada,"3.975,84","Publicación PLACSP:
Adjudicación:04/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
710,"527/2019/373
Procedimiento simplificado abreviado para la contratación del los servicios de coordinación, formación y organización del mercado, realizados en el marco del proyecto SEMENTE “Una empresa en mi escuela”","Servicios
Servicios de educación y formación profesional",Adjudicada,"30.958,24","Publicación PLACSP:
Adjudicación:17/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
711,"527/2019/382
Procedimiento Abierto Simplificado Abreviado para la contratación de los servicios de formación, coordinación y organización de la jornada y feria de Ideas, realizados en el marco del programa Inicia de difusión de la cultura emprendedora","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"17.954,54","Publicación PLACSP:
Adjudicación:17/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
712,"6A3/2019/2
Procedimiento simplificado abreviado para el servicio de mantenimiento y conexión del equipo de medición topográfica de la dirección del Área de Regeneración Urbana","Servicios
Servicios de mantenimiento y reparación",Resuelta,"495,87","Publicación PLACSP:
Adjudicación:10/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
713,"542/2019/1264
Convocatoria para la autorización de instalación d puestos de venta de castañas asadas en distintos puntos de la ciudad, durante los meses de octubre a enero de los años 2019/20, 2020/21 y 2021/2022",Administrativo especial,Evaluación,"0,00",Present. Oferta:24/10/2019,Junta de Gobierno del Ayuntamiento de A Coruña
714,"236/2018/104
Obra de reparación e impermeabilización de terrazas y patios en el EIM Carricanta (Supersimplificado)","Obras
Otros acabados de edificios y obras",Adjudicada,"42.359,08","Publicación PLACSP:
Adjudicación:08/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
715,"527/2019/402
Otorgamiento en régimen de concurrencia de la autorización de instalación de puestos de venta de diversos productos de alimentación, en la Plaza de María Pita durante el período navideño",Administrativo especial,Evaluación,"0,00",Present. Oferta:23/10/2019,Junta de Gobierno del Ayuntamiento de A Coruña
716,"A31/2018/88
Prestación del servicio de mantenimiento de la Plataforma Policial Eurocop","Servicios
Servicios de informática y servicios conexos",Resuelta,"77.852,40","Publicación PLACSP:
Adjudicación:28/08/2019
Formalización:04/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
717,"521/2018/924
Redacción de documento técnico de evaluación del estado actual de las infraestructuras en los viales del poolígono de POCOMACO","Servicios
Otros servicios",Resuelta,"58.000,00","Publicación PLACSP:
Adjudicación:26/08/2019
Formalización:04/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
718,"541/2019/55
Procedimiento simplificado abreviado para el suministro de productos de limpieza, así como de determinados equipos de protección individuda (EPIS) para los cementerios municipales","Suministros
Adquisición",Adjudicada,"2.479,34","Publicación PLACSP:
Adjudicación:01/10/2019",Junta de Gobierno del Ayuntamiento de A Coruña
719,"236/2019/99
Procedimiento simplificado abreviado para la reforma de la instalación térmica y de producción de ACS en la EIM A Caracola","Obras
Otras instalaciones de edificios y obras",Evaluación,"48.264,48",Present. Oferta:14/10/2019,Junta de Gobierno del Ayuntamiento de A Coruña
720,"211/2019/381
Procedimiento negociado sin publicidad para la organización del ""Campeonato de España de Triatlon 2019""","Servicios
Servicios de esparcimiento, culturales y deportivos",Adjudicada,"104.072,99","Publicación PLACSP:
Adjudicación:27/09/2019",Junta de Gobierno del Ayuntamiento de A Coruña
721,"527/2019/46
Servicio de organización, producción y difusión de acciones para dinamizar el comercio local con motivo de la celebración del Samaín 2019","Servicios
Servicios de esparcimiento, culturales y deportivos",Adjudicada,"99.707,42","Publicación PLACSP:
Adjudicación:24/09/2019",Junta de Gobierno del Ayuntamiento de A Coruña
722,"851/2019/65
Procedimiento abierto simplificado abreviado para la contratación del suministro de gasóleo ""c"" para el sistema de calefacción de la Estación de Autobuses","Suministros
Alquiler",Evaluación,"26.446,28",Present. Oferta:02/10/2019,Junta de Gobierno del Ayuntamiento de A Coruña
723,"6A3/2019/3
Procedimiento simplificado abreviado para el servicio de difusión, en medios de comunicación de prensa escrita, de anuncios de publicidad obligatoria por mandato legal, emitidos en la dirección del Área de Regeneración Urbana","Servicios
Servicios de publicidad",Adjudicada,"6.611,57","Publicación PLACSP:
Adjudicación:18/09/2019",Junta de Gobierno del Ayuntamiento de A Coruña
724,"LIC1
Suministro de cabinas sanitarias móviles no conectadas al alcantarillado","Suministros
Alquiler",Adjudicada,"31.622,00","Publicación PLACSP:
Adjudicación:30/07/2019",Consejo Rector del Instituto Municipal de Coruña Espactáculos
725,"236/2019/70
Procedimiento Simplificado Abreviado para el Contrato de suministro de licencia para una aplicación para las comunicaciones entre las Escuelas infantiles y las familias a través de dispositivos móviles en los cursos 2019/2020 e 2020/2021","Suministros
Adquisición",Evaluación,"3.000,00",Present. Oferta:20/09/2019,Junta de Gobierno del Ayuntamiento de A Coruña
726,"105/2019/458
Servicio de vigilancia de seguridad sin arma en las instalaciones del centro de baja exigencia Abeiro","Servicios
Servicios de investigación y seguridad, excepto los servicios de furgones blindados",Evaluación,"54.346,00",Present. Oferta:21/03/2019,Junta de Gobierno del Ayuntamiento de A Coruña
727,"370/2019/47
Contrato de préstamo, con previa apertura de crédito, por importe de 6.505.000,00 €, con destino a la financiación de las inversiones incluidas en el expediente modificativo M1/2019.",Privado,Adjudicada,"6.505.000,00","Publicación PLACSP:
Adjudicación:04/09/2019",Junta de Gobierno del Ayuntamiento de A Coruña
728,"521/2018/1024
Procedimiento simplificado abreviado para la mejora del Parque Infantil de Las Pajaritas (Plaza Rafael Alberti)","Obras
Otras instalaciones de edificios y obras",Adjudicada,"56.185,85","Publicación PLACSP:
Adjudicación:23/08/2019",Junta de Gobierno del Ayuntamiento de A Coruña
729,"GEY/2019/140
Procedimiento simplificado abreviado para el arrendamiento por el sistema de renting de un vehículo furgoneta para el Servicio de Interior","Suministros
Alquiler",Evaluación,"4.800,00",Present. Oferta:23/09/2019,Junta de Gobierno del Ayuntamiento de A Coruña
730,"521/2018/1168
Servicio de conservación, mantenimiento y reparación de pasarelas peatonales y puentes con acceso peatonal de la ciudad","Servicios
Servicios de mantenimiento y reparación",Resuelta,"123.933,34","Publicación PLACSP:
Adjudicación:09/08/2019",Junta de Gobierno del Ayuntamiento de A Coruña
731,"542/2019/984
Adjudicación y explotación del espacio público “Jardines Méndez Núñez” para la organización de ferias de venta ambulante con productos de artesanía desde el 31 de agosto al 29 de septiembre del año 2019",Administrativo especial,Evaluación,"0,78",Present. Oferta:26/08/2019,Junta de Gobierno del Ayuntamiento de A Coruña
732,"CI1/2019/114
Procedimiento simplificado abreviado para el traslado al portal Galiciana del inventario de la correspondencia con las asociaciones políticas del fondo documental Madariaga del Instituto José Cornide de Estudios Coruñeses","Servicios
Otros servicios",Adjudicada,"4.132,23","Publicación PLACSP:
Adjudicación:12/07/2019",Junta de Gobierno del Ayuntamiento de A Coruña
733,"CI1/2019/129
Procedimiento simplificado abreviado para el suministro de publicaciones con destino a la Biblioteca del Museo Arqueológico e Histórico Castillo de San Antón","Suministros
Adquisición",Adjudicada,"673,08","Publicación PLACSP:
Adjudicación:09/07/2019",Junta de Gobierno del Ayuntamiento de A Coruña
734,"527/2019/73
Procedimiento simplificado abreviado para el servicio de mantenimiento y conexión con CRA del sistema anti- intrusión en Vivero de Empresas ACCEDE Papagaio","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"927,30","Publicación PLACSP:
Adjudicación:29/07/2019",Junta de Gobierno del Ayuntamiento de A Coruña
735,"106/2019/27
Procedimiento simplificado abreviado para el suministro de gas natural para calderas de agua caliente sanitaria en edificios de viviendas municipales del ""Grupo Nuestra Señora del Carmen""","Suministros
Adquisición",Adjudicada,"32.475,15","Publicación PLACSP:
Adjudicación:18/07/2019",Junta de Gobierno del Ayuntamiento de A Coruña
736,"237/2018/188
Servicio denominado “Espazo Diverso” dedicado a las diversidades sexuales e identidades de género en la ciudad de A Coruña, dirigido a personas y colectivos LGTBQI en asuntos relacionados con la diversidad sexual, los derechos humanos y la igualdad efectiva","Servicios
Servicios sociales y de salud",Resuelta,"77.240,69","Publicación PLACSP:
Adjudicación:12/06/2019
Formalización:31/07/2019",Junta de Gobierno del Ayuntamiento de A Coruña
737,"851/2018/148
Servicio de vigilancia de la estación de autobuses","Servicios
Servicios de investigación y seguridad, excepto los servicios de furgones blindados",Resuelta,"140.495,87","Publicación PLACSP:
Adjudicación:24/05/2019
Formalización:31/07/2019",Junta de Gobierno del Ayuntamiento de A Coruña
